Annual Income,Loan Amount,Credit Score,Number of Loans,Employment Status,Employment Encoded,Missed Payments,Default
48750.18,9476.38,758,0,Self-Employed,1,1,0
40509.92,8947.86,655,2,Self-Employed,1,1,0
38028.28,8273.08,736,3,Employed,0,2,0
45389.78,10522.07,529,4,Unemployed,2,1,0
33461.73,6150.57,667,3,Self-Employed,1,1,0
31375.3,14422.63,630,4,Self-Employed,1,2,0
13614.37,8462.52,667,4,Unemployed,2,0,0
65966.85,13812.75,666,2,Self-Employed,1,3,0
51668.78,9362.56,691,3,Unemployed,2,0,0
43598.83,16149.51,686,2,Unemployed,2,0,0
36993.32,12161.03,658,3,Unemployed,2,1,0
10487.61,7693.57,591,0,Unemployed,2,1,0
36257.65,21992.19,679,0,Unemployed,2,1,1
53590.4,10328.93,589,3,Self-Employed,1,0,0
56306.09,9773.8,606,4,Employed,0,0,0
52707.5,10046.69,673,0,Self-Employed,1,0,0
46900.7,13591.79,659,1,Self-Employed,1,1,0
60646.49,6189.03,601,0,Unemployed,2,0,0
41057.55,12543.53,584,0,Self-Employed,1,2,0
58022.27,5259.19,656,1,Self-Employed,1,3,0
40385.01,11705.14,639,0,Employed,0,1,0
34426.3,16506.44,622,2,Unemployed,2,2,1
32931.44,9781.55,682,2,Unemployed,2,1,0
32226.04,15550.75,648,1,Self-Employed,1,0,1
52908.82,5322.4,700,2,Self-Employed,1,0,0
36087.05,9513.38,679,3,Employed,0,0,0
32603.65,7102.17,572,2,Unemployed,2,2,1
53564.82,19632.79,558,3,Unemployed,2,1,0
48935.64,10368.89,691,1,Self-Employed,1,0,0
56551.1,9398.25,706,2,Self-Employed,1,1,0
51151.19,10968.94,679,0,Employed,0,1,0
35962.66,12026.77,607,4,Unemployed,2,2,1
45913.23,10515.88,721,0,Employed,0,0,0
46501.6,7235.39,676,3,Employed,0,1,0
33970.1,17397.36,701,4,Unemployed,2,4,1
31744.5,16352.65,684,4,Self-Employed,1,3,1
36831.34,13332.72,629,4,Employed,0,2,0
69438.99,13119.47,653,0,Self-Employed,1,0,0
40047.07,12861.54,639,4,Self-Employed,1,0,0
59794.4,10173.46,749,0,Unemployed,2,2,1
39376.07,9739.15,668,4,Unemployed,2,0,0
55666.07,18376.08,678,2,Employed,0,1,0
55829.9,14500.42,651,3,Unemployed,2,0,0
56431.09,6680.79,587,0,Self-Employed,1,1,0
49653.93,10193.35,604,3,Self-Employed,1,0,0
61528.4,13950.58,647,3,Unemployed,2,2,1
49540.25,13471.7,560,3,Employed,0,2,0
65562.36,14111.69,619,1,Unemployed,2,0,0
25560.96,6055.85,661,0,Employed,0,0,0
49179.43,13280.61,639,0,Employed,0,4,0
48399.88,16461.85,669,4,Unemployed,2,0,0
33761.76,5979.05,686,4,Unemployed,2,0,0
51955.01,18958.42,590,2,Unemployed,2,1,0
27119.01,13320.35,655,3,Unemployed,2,0,0
37149.79,12438.91,629,4,Self-Employed,1,0,0
21010.95,8193.66,608,0,Self-Employed,1,0,0
63703.52,9452.64,617,3,Employed,0,0,0
42221.41,10489.83,674,4,Unemployed,2,1,0
71002.61,6296.58,576,4,Employed,0,4,1
54635.4,10740.68,608,3,Unemployed,2,0,0
50377.18,8431.49,630,3,Employed,0,1,0
37965.27,14731.83,678,4,Self-Employed,1,1,0
32443.8,-184.73,622,3,Unemployed,2,1,0
51275.66,11011.85,610,1,Employed,0,0,0
44141.83,8129.24,629,3,Unemployed,2,0,0
28928.76,12010.73,720,4,Employed,0,0,0
26797.7,21415.34,746,2,Self-Employed,1,0,1
33495.56,18696.64,659,2,Unemployed,2,1,1
66851.61,10020.1,523,4,Employed,0,1,0
71559.34,11258.17,693,3,Self-Employed,1,0,0
47459.87,8648.67,596,3,Employed,0,3,1
46787.31,11396.55,671,4,Employed,0,0,0
40964.16,14944.58,579,0,Unemployed,2,1,0
33786.18,6745.27,593,3,Unemployed,2,0,0
61502.15,18266.82,646,4,Employed,0,0,0
67482.92,15657.71,669,4,Self-Employed,1,2,0
34278.97,15483.56,525,1,Unemployed,2,0,1
44005.94,13529.89,602,0,Employed,0,0,0
39601.6,8385.59,693,3,Employed,0,0,0
39957.13,16048.4,609,4,Unemployed,2,1,1
59230.9,10721.08,594,0,Employed,0,1,0
29256.46,5245.89,629,1,Employed,0,0,0
50597.64,12318.32,730,4,Unemployed,2,3,1
53738.86,7363.91,692,0,Self-Employed,1,1,0
43294.19,9579.67,667,1,Self-Employed,1,0,0
55716.81,14826.85,642,2,Employed,0,1,0
46771.82,11521.49,685,3,Employed,0,0,0
59605.56,11850.21,687,0,Employed,0,1,0
26733.54,16673.6,618,4,Unemployed,2,1,1
40814.7,2975.53,610,4,Unemployed,2,3,1
44138.24,16499.56,637,4,Employed,0,1,0
12933.51,12589.95,696,4,Unemployed,2,1,0
31968.57,11723.41,693,4,Self-Employed,1,2,0
35236.81,11849.12,632,1,Self-Employed,1,2,0
56378.47,14559.15,613,3,Employed,0,0,0
36517.88,16103.82,691,0,Unemployed,2,2,1
35183.05,11054.37,635,3,Employed,0,2,0
54809.83,11463.32,701,2,Employed,0,2,0
25585.07,14435.78,651,4,Employed,0,2,0
20145.07,3607.69,678,0,Employed,0,2,0
40660.89,11605.21,618,1,Self-Employed,1,0,0
27627.52,13992.33,724,1,Employed,0,0,0
28083.85,10026.75,594,0,Unemployed,2,0,0
51881.21,8805.56,683,0,Self-Employed,1,3,0
55511.69,11390.66,603,2,Unemployed,2,3,1
54466.37,9660.26,717,3,Self-Employed,1,1,0
58305.32,11017.39,587,3,Self-Employed,1,1,0
59893.61,10111.54,741,4,Unemployed,2,1,0
19456.92,18246.55,739,4,Unemployed,2,4,1
50404.94,7441.89,694,4,Self-Employed,1,1,0
38644.7,15339.12,689,0,Employed,0,1,1
36030.91,9651.09,685,0,Employed,0,2,0
51724.98,13303.26,619,1,Self-Employed,1,2,0
24236.45,14588.11,626,2,Unemployed,2,0,0
23986.7,18121.6,673,3,Self-Employed,1,1,1
52602.87,13571.68,717,2,Unemployed,2,1,0
50853.43,10414.3,686,0,Self-Employed,1,1,0
46640.79,12263.1,565,1,Self-Employed,1,1,0
34441.04,19673.91,687,3,Unemployed,2,1,1
53925.96,12653.81,624,2,Self-Employed,1,0,0
53163.63,6768.7,685,4,Self-Employed,1,2,0
46023.65,10466.84,620,2,Self-Employed,1,0,0
30872.15,10363.79,696,0,Employed,0,0,0
39897.02,14919.87,685,3,Employed,0,2,0
55054.0,7112.05,645,1,Employed,0,1,0
60926.29,9968.9,595,4,Self-Employed,1,2,0
41081.56,12854.08,712,2,Employed,0,1,0
42003.92,10878.32,660,4,Unemployed,2,0,0
43059.73,12363.68,644,1,Self-Employed,1,0,0
48298.72,12590.35,659,4,Employed,0,1,0
38027.19,12857.96,589,0,Self-Employed,1,1,0
10269.78,8292.15,684,1,Unemployed,2,0,0
59313.23,15190.34,635,1,Self-Employed,1,0,0
66536.27,9858.86,651,1,Unemployed,2,0,0
37651.2,11953.63,661,3,Unemployed,2,3,1
32200.16,7152.47,564,2,Employed,0,1,0
43354.79,12159.58,549,3,Self-Employed,1,2,0
42749.95,12760.71,566,3,Unemployed,2,2,1
56946.22,12144.92,611,2,Self-Employed,1,1,0
45655.67,8878.75,637,4,Unemployed,2,1,0
35488.53,16511.75,567,1,Unemployed,2,1,1
29179.09,14333.76,581,2,Unemployed,2,0,0
55387.61,11444.4,655,2,Unemployed,2,1,0
52194.13,11407.72,591,3,Employed,0,0,0
57726.72,9047.42,616,3,Unemployed,2,1,0
33381.76,9508.71,707,1,Unemployed,2,0,0
67061.24,17827.42,666,0,Unemployed,2,1,0
24075.67,10566.71,568,1,Employed,0,1,0
53515.21,23055.66,655,1,Unemployed,2,1,0
22085.01,7361.41,670,2,Self-Employed,1,1,0
35516.02,13475.1,695,3,Self-Employed,1,0,0
63732.28,12904.83,680,2,Employed,0,0,0
54976.37,12145.01,675,3,Unemployed,2,3,1
38445.36,5631.69,652,3,Employed,0,2,0
38773.96,6515.09,673,1,Unemployed,2,0,0
46207.47,12782.29,695,2,Unemployed,2,1,0
51169.69,7903.75,643,1,Employed,0,2,0
60018.95,16836.2,612,2,Employed,0,1,0
39525.19,11104.1,642,2,Employed,0,1,0
25658.58,13020.03,629,0,Self-Employed,1,0,0
46883.62,11838.19,643,3,Employed,0,0,0
39510.83,11727.21,551,0,Unemployed,2,1,0
29392.4,18083.11,702,4,Employed,0,0,1
48572.03,16337.35,661,1,Unemployed,2,1,0
42442.63,12617.28,706,1,Self-Employed,1,0,0
48678.15,14699.82,600,1,Self-Employed,1,0,0
34266.67,16692.46,674,1,Self-Employed,1,1,1
50840.53,9608.7,639,2,Employed,0,1,0
29194.82,5780.15,655,1,Employed,0,0,0
35067.22,14212.08,680,4,Self-Employed,1,1,0
42085.03,16983.92,691,1,Self-Employed,1,2,0
65901.82,5141.27,624,1,Unemployed,2,0,0
54417.9,9574.74,624,3,Unemployed,2,3,1
57926.31,11034.35,666,3,Unemployed,2,2,1
62004.92,8070.05,494,4,Employed,0,2,0
88233.99,11421.52,689,0,Unemployed,2,2,1
45499.07,7546.05,665,3,Unemployed,2,0,0
62044.81,10723.65,659,1,Employed,0,0,0
57151.62,14797.47,659,2,Self-Employed,1,1,0
56952.39,3722.05,564,0,Self-Employed,1,2,0
66290.88,7795.6,638,1,Employed,0,1,0
39968.24,17602.77,662,2,Unemployed,2,3,1
39015.78,8702.72,660,2,Self-Employed,1,0,0
48837.19,1605.68,756,1,Self-Employed,1,0,0
42807.6,12684.72,625,0,Employed,0,2,0
48822.01,11700.99,671,2,Self-Employed,1,3,0
63752.99,12592.54,576,0,Self-Employed,1,1,0
39262.24,12229.55,597,0,Unemployed,2,1,0
41343.85,17091.66,721,0,Self-Employed,1,3,0
47091.73,9187.75,631,3,Unemployed,2,1,0
42260.18,11624.78,655,2,Self-Employed,1,0,0
22031.93,10269.25,663,2,Self-Employed,1,1,0
38038.47,14705.45,722,4,Unemployed,2,0,0
53248.48,15110.17,646,4,Unemployed,2,1,0
62250.56,13489.61,618,2,Unemployed,2,0,0
31144.58,20615.21,613,0,Unemployed,2,1,1
31088.61,14213.22,658,0,Unemployed,2,0,0
45362.81,17020.0,689,2,Unemployed,2,2,1
20092.86,8458.51,617,2,Self-Employed,1,2,0
39660.36,9207.16,612,2,Unemployed,2,3,1
24167.5,19921.35,687,3,Self-Employed,1,3,1
61428.74,6584.29,701,1,Self-Employed,1,2,0
35768.03,15071.4,725,2,Employed,0,0,1
64834.01,17146.76,656,4,Unemployed,2,0,0
58362.26,16702.19,671,1,Unemployed,2,1,0
37244.19,5618.7,670,2,Unemployed,2,0,0
32136.48,10596.76,543,4,Employed,0,0,0
42677.45,14488.78,709,1,Self-Employed,1,1,0
43744.24,14968.05,691,1,Employed,0,1,0
49153.76,11963.97,667,2,Employed,0,0,0
35681.48,9215.57,664,1,Employed,0,3,0
53956.74,10906.06,656,2,Unemployed,2,2,1
48183.94,9527.07,756,1,Unemployed,2,1,0
40915.26,7029.1,559,1,Employed,0,1,0
36455.51,10803.7,627,0,Unemployed,2,1,0
42781.38,19397.19,651,2,Unemployed,2,0,0
35197.18,10884.52,709,0,Unemployed,2,1,0
45701.26,5948.86,668,3,Employed,0,0,0
46025.26,10565.3,616,3,Employed,0,2,0
48140.49,18912.16,607,1,Self-Employed,1,0,0
66194.91,5628.29,659,0,Self-Employed,1,2,0
43410.66,11996.25,632,0,Self-Employed,1,0,0
57055.17,14950.96,754,0,Self-Employed,1,2,0
47755.05,7436.18,661,4,Self-Employed,1,0,0
42141.07,12763.18,614,2,Employed,0,1,0
43570.09,8346.94,743,2,Unemployed,2,0,0
44294.08,7096.98,602,1,Employed,0,2,0
48357.21,14490.67,654,4,Employed,0,3,0
33488.15,19292.22,618,3,Self-Employed,1,0,1
27415.92,10451.86,614,2,Employed,0,0,0
52851.57,14323.02,666,4,Employed,0,1,0
55777.49,13934.97,697,3,Self-Employed,1,1,0
53947.63,12695.98,683,0,Self-Employed,1,0,0
46859.66,9245.05,609,3,Self-Employed,1,1,0
54206.7,7946.79,711,3,Unemployed,2,1,0
53561.15,8811.26,673,0,Self-Employed,1,2,0
54451.55,11285.02,529,2,Employed,0,1,0
34685.51,10322.84,688,3,Unemployed,2,0,0
31836.58,7403.63,707,1,Self-Employed,1,0,0
40337.17,11179.36,657,3,Self-Employed,1,1,0
44791.39,9457.18,678,1,Self-Employed,1,1,0
42096.95,14227.85,744,4,Self-Employed,1,2,0
22479.72,10436.23,521,2,Unemployed,2,1,0
65660.31,15375.0,679,1,Employed,0,0,0
41711.45,12918.88,604,2,Unemployed,2,0,0
47072.45,10013.37,707,0,Unemployed,2,0,0
59934.59,11346.32,634,2,Self-Employed,1,1,0
16860.33,11459.56,669,0,Self-Employed,1,0,0
38859.67,12664.64,569,1,Unemployed,2,1,0
40354.59,13444.08,690,3,Self-Employed,1,5,0
40964.28,10198.92,589,2,Self-Employed,1,0,0
42918.16,11045.9,633,3,Self-Employed,1,1,0
62365.62,12457.42,711,0,Unemployed,2,2,1
53081.51,171.34,684,1,Self-Employed,1,2,0
56496.42,14212.0,635,3,Unemployed,2,1,0
45565.44,8185.12,576,0,Unemployed,2,0,0
28207.52,10843.76,641,2,Unemployed,2,1,0
20043.64,9290.55,624,1,Unemployed,2,1,0
26647.11,14993.98,623,1,Self-Employed,1,0,0
49317.19,16098.91,612,1,Unemployed,2,2,1
45381.24,11550.76,630,4,Unemployed,2,0,0
42478.04,11602.49,637,3,Employed,0,0,0
40577.08,11844.38,746,0,Self-Employed,1,1,0
69140.66,11937.14,594,1,Employed,0,0,0
35125.16,16004.02,707,2,Self-Employed,1,2,1
56133.83,24041.64,711,3,Self-Employed,1,2,0
45022.96,11312.13,536,1,Unemployed,2,0,0
44268.73,14273.96,609,0,Self-Employed,1,1,0
59119.65,8613.01,644,1,Unemployed,2,0,0
62550.36,8978.95,657,2,Self-Employed,1,1,0
42125.41,7919.02,574,2,Self-Employed,1,0,0
54590.43,17357.85,639,4,Employed,0,0,0
49366.7,14814.31,671,2,Self-Employed,1,0,0
45089.25,10460.47,575,0,Self-Employed,1,2,0
47451.06,12851.72,646,4,Employed,0,0,0
36743.89,15057.94,604,3,Self-Employed,1,0,1
41326.81,16784.01,639,4,Employed,0,0,0
38032.38,13634.02,609,0,Self-Employed,1,1,0
55816.52,12367.83,630,4,Unemployed,2,2,1
43857.59,17275.94,630,2,Unemployed,2,0,0
29427.43,7586.02,733,4,Employed,0,0,0
36318.75,4312.62,755,1,Self-Employed,1,0,0
6608.82,17024.78,753,2,Unemployed,2,2,1
39066.09,10203.04,534,0,Unemployed,2,1,0
45451.74,17347.9,681,0,Self-Employed,1,3,0
43366.37,19678.0,635,0,Employed,0,1,0
68761.85,19415.66,596,2,Unemployed,2,2,1
51898.87,-48.56,722,0,Unemployed,2,0,0
51365.42,15203.96,643,1,Unemployed,2,2,1
25280.77,9964.33,696,4,Self-Employed,1,1,0
40624.3,9390.39,700,3,Unemployed,2,2,1
39160.05,13487.95,683,0,Self-Employed,1,0,0
35567.03,9493.37,633,3,Self-Employed,1,1,0
35401.43,14997.08,633,1,Self-Employed,1,2,0
23302.52,17285.32,654,1,Self-Employed,1,3,1
29689.76,11191.97,722,0,Self-Employed,1,1,0
55489.12,13435.82,701,2,Self-Employed,1,0,0
43285.02,10167.98,637,4,Employed,0,2,0
38923.17,13872.01,645,4,Unemployed,2,2,1
44935.06,17668.87,739,3,Employed,0,0,0
59008.69,13639.88,588,1,Unemployed,2,0,0
45050.53,11523.73,556,0,Employed,0,1,0
51484.49,17241.94,606,2,Unemployed,2,1,0
34840.74,10372.34,755,3,Employed,0,0,0
37576.44,10471.23,590,0,Self-Employed,1,1,0
49247.72,9343.35,603,4,Self-Employed,1,0,0
67711.84,5725.24,665,1,Employed,0,1,0
62157.3,8559.8,659,4,Unemployed,2,0,0
51993.94,12220.05,707,0,Employed,0,4,0
46817.21,12916.81,713,4,Unemployed,2,0,0
61812.83,8129.33,628,3,Employed,0,1,0
54536.14,9958.95,669,1,Unemployed,2,0,0
17476.06,4429.77,660,3,Self-Employed,1,1,0
32352.83,20748.47,610,0,Self-Employed,1,1,1
49057.68,17866.94,677,4,Employed,0,1,0
23556.39,9136.88,656,4,Employed,0,1,0
34228.93,12550.12,666,0,Self-Employed,1,2,0
36602.22,8481.41,618,3,Unemployed,2,3,1
41926.01,16097.64,712,0,Unemployed,2,1,0
41550.84,14572.27,597,3,Employed,0,1,0
41530.55,6743.03,608,2,Self-Employed,1,1,0
54903.69,8103.5,751,1,Unemployed,2,2,1
41817.31,11721.57,629,4,Unemployed,2,0,0
40384.44,17537.23,653,0,Self-Employed,1,1,0
28809.93,10483.6,641,1,Employed,0,0,0
57292.15,17230.17,592,0,Unemployed,2,0,0
36942.03,13243.53,583,3,Unemployed,2,1,0
31955.64,8669.6,626,0,Unemployed,2,1,0
47557.09,10327.56,632,3,Unemployed,2,1,0
35796.7,14529.52,607,0,Self-Employed,1,2,0
38688.57,15363.95,671,3,Self-Employed,1,1,1
48101.52,15726.92,696,0,Employed,0,3,0
41082.21,12856.45,665,3,Self-Employed,1,2,0
72739.31,13783.12,629,3,Self-Employed,1,1,0
44102.06,21026.31,700,4,Unemployed,2,0,0
52414.06,21628.22,680,2,Employed,0,0,0
21699.67,12189.49,726,4,Self-Employed,1,0,0
34672.21,4927.83,618,1,Unemployed,2,0,0
31957.04,12517.28,608,4,Employed,0,2,0
33547.44,12463.74,690,4,Employed,0,0,0
49986.46,6950.21,649,3,Unemployed,2,1,0
57426.78,12498.41,661,0,Employed,0,1,0
49135.57,7820.71,765,4,Self-Employed,1,0,0
42280.26,13507.08,601,3,Unemployed,2,1,0
37429.74,14379.88,670,2,Employed,0,1,0
58363.2,14107.71,658,1,Employed,0,1,0
69855.07,15956.85,711,0,Employed,0,0,0
46620.67,13877.41,546,4,Employed,0,0,0
56272.36,15154.53,628,2,Self-Employed,1,0,0
49120.44,17167.72,679,1,Unemployed,2,1,0
54066.06,10232.29,652,1,Self-Employed,1,0,0
31025.44,11424.4,656,0,Unemployed,2,0,0
39142.36,10578.72,615,0,Self-Employed,1,3,0
49745.63,9018.86,679,2,Unemployed,2,0,0
59549.89,10806.79,709,4,Unemployed,2,2,1
35182.39,15339.79,733,0,Self-Employed,1,1,1
20600.41,14908.61,655,4,Unemployed,2,0,0
39020.83,5222.99,648,1,Unemployed,2,1,0
57121.57,18861.84,663,2,Employed,0,1,0
25993.25,15388.28,609,1,Self-Employed,1,0,1
30876.96,12910.49,635,0,Employed,0,1,0
46871.02,6475.23,606,3,Employed,0,1,0
43608.34,7258.68,670,2,Self-Employed,1,1,0
52133.6,18012.07,615,0,Employed,0,1,0
30255.28,16017.97,654,4,Self-Employed,1,2,1
41100.26,16514.59,654,4,Employed,0,2,0
59342.22,11469.51,640,2,Employed,0,1,0
30685.25,17226.43,728,1,Employed,0,1,1
62722.95,6521.57,693,2,Employed,0,1,0
32191.0,7066.42,679,1,Unemployed,2,1,0
55192.58,16034.67,695,4,Self-Employed,1,2,0
40524.5,8329.54,623,0,Self-Employed,1,3,0
31261.1,11840.48,612,3,Self-Employed,1,0,0
39037.21,4900.2,679,3,Unemployed,2,1,0
51539.15,622.56,605,4,Self-Employed,1,3,0
44917.75,7913.65,617,3,Unemployed,2,1,0
58421.63,10484.7,642,1,Self-Employed,1,1,0
62228.88,8300.58,504,0,Self-Employed,1,0,0
30803.63,14481.86,612,3,Self-Employed,1,0,0
29924.77,16043.59,691,1,Employed,0,0,1
29342.47,14440.35,656,1,Employed,0,3,0
34209.65,7373.82,679,4,Unemployed,2,2,1
58250.57,14098.98,685,1,Employed,0,1,0
51724.34,7087.07,605,0,Employed,0,2,0
38459.67,19453.14,548,4,Self-Employed,1,1,1
44866.77,12195.22,654,0,Unemployed,2,0,0
61851.67,8576.52,636,4,Self-Employed,1,2,0
67896.13,12211.55,618,0,Self-Employed,1,0,0
48112.61,12672.84,620,4,Employed,0,2,0
13088.63,14830.09,704,1,Employed,0,1,0
48567.45,4447.86,607,1,Employed,0,2,0
56216.98,9215.35,674,2,Unemployed,2,2,1
47695.59,13926.33,686,3,Unemployed,2,1,0
53718.18,15115.18,702,1,Unemployed,2,0,0
49284.78,25081.97,584,0,Unemployed,2,1,0
30184.25,17513.41,637,0,Unemployed,2,0,1
34365.14,9245.33,774,2,Self-Employed,1,1,0
41146.17,19097.01,783,3,Unemployed,2,2,1
57784.98,14319.72,749,4,Unemployed,2,0,0
35809.39,17465.97,685,0,Employed,0,1,1
50470.83,13867.03,665,1,Unemployed,2,1,0
48644.31,17748.31,611,2,Self-Employed,1,1,0
64034.37,16331.45,565,4,Employed,0,1,0
44499.84,14209.18,696,4,Self-Employed,1,0,0
23942.9,10246.67,628,4,Employed,0,0,0
52762.45,10233.82,578,1,Employed,0,0,0
70656.66,8200.16,673,2,Employed,0,1,0
53548.6,11702.45,797,3,Self-Employed,1,0,0
35548.06,16428.9,673,4,Self-Employed,1,0,1
32016.65,14324.13,627,4,Self-Employed,1,0,0
33564.37,8899.63,683,0,Employed,0,0,0
69039.74,15872.48,616,0,Self-Employed,1,2,0
41072.07,7295.84,628,3,Employed,0,1,0
37048.28,13329.72,672,4,Self-Employed,1,0,0
43098.76,17579.35,570,2,Unemployed,2,1,0
41197.12,7295.65,664,3,Unemployed,2,1,0
63811.8,12682.07,642,2,Self-Employed,1,1,0
32826.27,9205.49,645,2,Unemployed,2,1,0
59167.72,18513.49,621,2,Unemployed,2,0,0
46465.11,20998.54,726,0,Employed,0,0,0
59484.32,14221.18,597,1,Unemployed,2,0,0
63991.43,15512.86,629,1,Employed,0,2,0
46017.57,17465.39,667,3,Employed,0,0,0
41219.24,15059.69,725,1,Self-Employed,1,0,0
45794.15,8706.5,587,2,Self-Employed,1,0,0
43862.75,10220.69,673,3,Self-Employed,1,0,0
25116.4,10192.12,637,4,Unemployed,2,2,1
63629.76,5068.4,761,2,Employed,0,2,0
47949.42,15911.47,682,0,Unemployed,2,0,0
31042.81,6993.07,638,0,Self-Employed,1,2,0
20189.72,15314.42,584,1,Self-Employed,1,1,1
17068.81,9092.52,650,0,Self-Employed,1,0,0
54245.77,11110.83,644,3,Self-Employed,1,1,0
37572.27,14232.41,527,4,Self-Employed,1,0,0
39541.19,18110.19,645,0,Employed,0,0,1
50857.85,15477.85,724,4,Self-Employed,1,0,0
38807.42,11528.42,678,3,Self-Employed,1,3,0
51558.29,11863.2,647,1,Employed,0,0,0
46143.17,7291.74,645,2,Self-Employed,1,2,0
43990.45,14546.92,626,1,Employed,0,0,0
26127.0,11671.8,615,4,Unemployed,2,1,0
35163.22,8278.37,670,2,Self-Employed,1,0,0
52230.42,15112.93,627,4,Self-Employed,1,2,0
36815.74,17677.02,659,2,Self-Employed,1,2,1
59464.43,11286.64,685,3,Employed,0,0,0
73156.82,9750.09,568,1,Employed,0,1,0
52876.62,9687.19,577,0,Unemployed,2,4,1
62913.98,13606.59,613,2,Self-Employed,1,0,0
53648.73,7230.47,628,0,Self-Employed,1,2,0
38588.86,12302.1,607,0,Employed,0,0,0
47401.82,10375.94,609,3,Unemployed,2,0,0
69159.85,14021.83,607,4,Self-Employed,1,0,0
38717.36,14327.39,613,2,Self-Employed,1,1,0
32528.07,7509.2,681,4,Employed,0,2,0
31389.67,14670.89,622,3,Employed,0,0,0
42389.65,13831.08,695,1,Unemployed,2,0,0
32958.33,11237.64,706,4,Employed,0,1,0
65088.23,10277.99,676,4,Employed,0,1,0
47596.28,10301.01,578,1,Employed,0,1,0
56660.72,11315.37,610,1,Self-Employed,1,0,0
41416.02,8274.74,683,1,Self-Employed,1,1,0
31317.63,9262.61,731,1,Self-Employed,1,0,0
29287.27,12817.35,557,2,Unemployed,2,0,0
34104.1,9713.76,692,1,Unemployed,2,2,1
49170.31,15512.69,604,2,Unemployed,2,0,0
51238.6,11474.84,563,1,Unemployed,2,1,0
52238.35,10100.45,685,4,Employed,0,0,0
27135.93,13326.05,581,2,Self-Employed,1,2,0
44995.09,10376.28,580,1,Unemployed,2,0,0
32687.26,8881.14,773,2,Unemployed,2,1,0
49817.59,10648.23,565,3,Unemployed,2,1,0
50748.92,3830.42,590,2,Employed,0,1,0
30933.92,4116.76,646,3,Employed,0,1,0
56616.36,8318.73,613,3,Unemployed,2,0,0
73065.88,7225.29,665,3,Self-Employed,1,1,0
55018.03,14600.39,673,2,Unemployed,2,2,1
43045.99,17039.38,599,1,Employed,0,0,0
41201.45,13299.18,756,2,Unemployed,2,0,0
42491.23,4413.19,571,2,Employed,0,1,0
35871.19,6360.92,634,1,Self-Employed,1,1,0
48028.78,13400.66,642,1,Self-Employed,1,0,0
31338.45,11313.26,651,3,Employed,0,2,0
22323.63,4573.66,685,4,Unemployed,2,1,0
47635.22,8570.7,686,2,Self-Employed,1,0,0
45254.8,7700.78,646,1,Employed,0,0,0
38145.96,17828.08,703,2,Employed,0,1,1
29607.64,14821.11,579,2,Self-Employed,1,0,0
48476.93,10850.05,659,3,Employed,0,1,0
33117.9,12914.97,695,3,Employed,0,2,0
43332.67,12583.18,649,2,Employed,0,2,0
66179.66,12316.73,635,3,Employed,0,0,0
52814.28,19306.56,644,2,Unemployed,2,3,1
28570.41,17635.12,660,2,Self-Employed,1,1,1
29701.78,18099.61,660,4,Self-Employed,1,2,1
46821.83,13323.15,688,4,Employed,0,1,0
28496.15,10648.75,686,4,Self-Employed,1,2,0
20979.29,7037.35,638,4,Employed,0,0,0
51388.46,8018.77,661,4,Self-Employed,1,0,0
48851.23,16056.41,630,2,Self-Employed,1,0,0
50407.18,6902.95,563,2,Unemployed,2,1,0
48156.42,11281.99,716,1,Self-Employed,1,1,0
44216.27,6459.2,728,3,Employed,0,0,0
37053.74,11610.69,660,4,Employed,0,3,0
51193.62,7754.52,632,3,Self-Employed,1,0,0
63358.6,14655.96,622,4,Self-Employed,1,0,0
38985.25,11024.23,721,4,Unemployed,2,3,1
32751.12,8764.16,613,1,Self-Employed,1,2,0
31378.57,8174.68,611,1,Self-Employed,1,2,0
34599.24,12535.21,539,2,Self-Employed,1,1,0
47431.18,12202.85,681,2,Self-Employed,1,1,0
19324.47,9791.0,726,0,Self-Employed,1,1,0
50270.05,10727.33,675,0,Self-Employed,1,1,0
52726.96,10028.62,623,2,Employed,0,1,0
23423.06,3284.44,556,2,Self-Employed,1,0,0
33249.83,11844.15,673,4,Employed,0,1,0
45956.17,5776.77,666,1,Self-Employed,1,0,0
43278.36,8450.41,618,2,Self-Employed,1,2,0
51235.65,13283.4,642,1,Unemployed,2,1,0
43306.36,11041.6,682,1,Unemployed,2,2,1
60177.23,18112.1,687,0,Self-Employed,1,0,0
41145.97,8810.86,680,4,Employed,0,2,0
33203.6,10355.24,716,1,Employed,0,2,0
32238.7,12649.02,662,2,Self-Employed,1,2,0
53825.62,11851.37,683,0,Unemployed,2,0,0
45355.45,16190.61,631,0,Self-Employed,1,1,0
52604.59,14560.46,600,1,Employed,0,0,0
52357.47,17552.77,675,0,Employed,0,0,0
20761.8,5537.06,671,3,Unemployed,2,0,0
31319.01,15145.07,624,0,Unemployed,2,1,1
32752.5,8074.59,698,0,Employed,0,2,0
35207.23,13778.41,638,2,Self-Employed,1,0,0
39955.74,11024.76,552,1,Self-Employed,1,0,0
56989.8,9245.19,657,3,Self-Employed,1,0,0
59381.79,16695.91,581,4,Self-Employed,1,0,0
41485.31,5290.29,492,3,Self-Employed,1,1,0
41984.63,19251.58,637,4,Self-Employed,1,1,0
36534.8,14524.66,681,3,Self-Employed,1,0,0
46070.25,12676.39,628,2,Unemployed,2,0,0
47430.25,11405.63,656,0,Self-Employed,1,0,0
54677.71,10517.59,632,4,Employed,0,0,0
54581.26,13873.99,634,4,Employed,0,2,0
